feature_id	simulated_effect	nominal_log2_fold_change
ENSG90000001911	null_or_subject_noise	0.0
ENSG90000001912	null_or_subject_noise	0.0
ENSG90000001913	null_or_subject_noise	0.0
ENSG90000001914	null_or_subject_noise	0.0
ENSG90000001915	null_or_subject_noise	0.0
ENSG90000001916	null_or_subject_noise	0.0
ENSG90000001917	null_or_subject_noise	0.0
ENSG90000001918	null_or_subject_noise	0.0
ENSG90000001919	null_or_subject_noise	0.0
ENSG90000001920	null_or_subject_noise	0.0
ENSG90000001921	null_or_subject_noise	0.0
ENSG90000001922	null_or_subject_noise	0.0
ENSG90000001923	null_or_subject_noise	0.0
ENSG90000001924	null_or_subject_noise	0.0
ENSG90000001925	null_or_subject_noise	0.0
ENSG90000001926	null_or_subject_noise	0.0
ENSG90000001927	null_or_subject_noise	0.0
ENSG90000001928	null_or_subject_noise	0.0
ENSG90000001929	null_or_subject_noise	0.0
ENSG90000001930	null_or_subject_noise	0.0
ENSG90000001931	null_or_subject_noise	0.0
ENSG90000001932	null_or_subject_noise	0.0
ENSG90000001933	null_or_subject_noise	0.0
ENSG90000001934	null_or_subject_noise	0.0
ENSG90000001935	null_or_subject_noise	0.0
ENSG90000001936	null_or_subject_noise	0.0
ENSG90000001937	null_or_subject_noise	0.0
ENSG90000001938	null_or_subject_noise	0.0
ENSG90000001939	null_or_subject_noise	0.0
ENSG90000001940	null_or_subject_noise	0.0
ENSG90000001941	null_or_subject_noise	0.0
ENSG90000001942	null_or_subject_noise	0.0
ENSG90000001943	null_or_subject_noise	0.0
ENSG90000001944	null_or_subject_noise	0.0
ENSG90000001945	null_or_subject_noise	0.0
ENSG90000001946	null_or_subject_noise	0.0
ENSG90000001947	null_or_subject_noise	0.0
ENSG90000001948	null_or_subject_noise	0.0
ENSG90000001949	null_or_subject_noise	0.0
ENSG90000001950	null_or_subject_noise	0.0
ENSG90000001951	null_or_subject_noise	0.0
ENSG90000001952	null_or_subject_noise	0.0
ENSG90000001953	null_or_subject_noise	0.0
ENSG90000001954	null_or_subject_noise	0.0
ENSG90000001955	null_or_subject_noise	0.0
ENSG90000001956	null_or_subject_noise	0.0
ENSG90000001957	null_or_subject_noise	0.0
ENSG90000001958	null_or_subject_noise	0.0
ENSG90000001959	null_or_subject_noise	0.0
ENSG90000001960	null_or_subject_noise	0.0
ENSG90000001961	null_or_subject_noise	0.0
ENSG90000001962	null_or_subject_noise	0.0
ENSG90000001963	null_or_subject_noise	0.0
ENSG90000001964	null_or_subject_noise	0.0
ENSG90000001965	null_or_subject_noise	0.0
ENSG90000001966	null_or_subject_noise	0.0
ENSG90000001967	null_or_subject_noise	0.0
ENSG90000001968	null_or_subject_noise	0.0
ENSG90000001969	null_or_subject_noise	0.0
ENSG90000001970	null_or_subject_noise	0.0
ENSG90000001971	null_or_subject_noise	0.0
ENSG90000001972	null_or_subject_noise	0.0
ENSG90000001973	null_or_subject_noise	0.0
ENSG90000001974	null_or_subject_noise	0.0
ENSG90000001975	null_or_subject_noise	0.0
ENSG90000001976	null_or_subject_noise	0.0
ENSG90000001977	null_or_subject_noise	0.0
ENSG90000001978	null_or_subject_noise	0.0
ENSG90000001979	null_or_subject_noise	0.0
ENSG90000001980	null_or_subject_noise	0.0
ENSG90000001981	null_or_subject_noise	0.0
ENSG90000001982	null_or_subject_noise	0.0
ENSG90000001983	null_or_subject_noise	0.0
ENSG90000001984	null_or_subject_noise	0.0
ENSG90000001985	null_or_subject_noise	0.0
ENSG90000001986	null_or_subject_noise	0.0
ENSG90000001987	null_or_subject_noise	0.0
ENSG90000001988	null_or_subject_noise	0.0
ENSG90000001989	null_or_subject_noise	0.0
ENSG90000001990	null_or_subject_noise	0.0
ENSG90000001991	null_or_subject_noise	0.0
ENSG90000001992	null_or_subject_noise	0.0
ENSG90000001993	null_or_subject_noise	0.0
ENSG90000001994	null_or_subject_noise	0.0
ENSG90000001995	null_or_subject_noise	0.0
ENSG90000001996	null_or_subject_noise	0.0
ENSG90000001997	null_or_subject_noise	0.0
ENSG90000001998	null_or_subject_noise	0.0
ENSG90000001999	null_or_subject_noise	0.0
ENSG90000002000	null_or_subject_noise	0.0
